,image,genre
35,"[[[21 72 89]
  [20 71 88]
  [19 70 87]
  ...
  [37 86 93]
  [37 86 93]
  [36 85 92]]

 [[18 69 86]
  [19 70 87]
  [20 71 88]
  ...
  [39 88 95]
  [39 88 95]
  [38 87 94]]

 [[14 65 82]
  [17 68 85]
  [22 73 90]
  ...
  [34 83 90]
  [34 83 90]
  [34 83 90]]

 ...

 [[24 14 13]
  [36 26 24]
  [39 29 28]
  ...
  [27 18 19]
  [32 22 23]
  [35 26 27]]

 [[39 30 31]
  [26 18 16]
  [29 20 21]
  ...
  [12  6  8]
  [15  6  9]
  [13  7  9]]

 [[36 27 28]
  [24 15 16]
  [27 18 19]
  ...
  [14  8 10]
  [15  9 11]
  [15  9 11]]]",action
36,"[[[197 239 238]
  [197 239 238]
  [198 238 238]
  ...
  [249 255 253]
  [249 255 253]
  [249 255 253]]

 [[197 239 238]
  [197 239 238]
  [198 238 238]
  ...
  [249 255 253]
  [249 255 253]
  [249 255 253]]

 [[197 239 238]
  [197 239 238]
  [198 238 238]
  ...
  [249 255 253]
  [249 255 253]
  [249 255 253]]

 ...

 [[ 33  46  39]
  [ 17  30  23]
  [ 21  34  27]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[ 18  28  29]
  [ 11  21  22]
  [  5  15  14]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[ 12  20  23]
  [  5  13  16]
  [  0   7   9]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]]",action
37,"[[[26 24 35]
  [26 24 35]
  [26 24 35]
  ...
  [25 25 33]
  [25 25 33]
  [25 25 33]]

 [[26 24 35]
  [26 24 35]
  [26 24 35]
  ...
  [25 25 33]
  [25 25 33]
  [25 25 33]]

 [[27 25 36]
  [27 25 36]
  [26 24 35]
  ...
  [25 25 33]
  [25 25 33]
  [25 25 33]]

 ...

 [[36 38 59]
  [43 45 66]
  [76 77 98]
  ...
  [25 25 37]
  [25 25 37]
  [25 25 37]]

 [[36 37 57]
  [49 50 70]
  [45 46 66]
  ...
  [24 24 36]
  [24 24 36]
  [24 24 36]]

 [[36 37 55]
  [49 50 68]
  [45 46 66]
  ...
  [24 24 36]
  [24 24 36]
  [24 24 36]]]",action
38,"[[[179 176 161]
  [179 176 161]
  [179 176 161]
  ...
  [186 178 165]
  [186 178 165]
  [186 178 165]]

 [[179 176 161]
  [179 176 161]
  [179 176 161]
  ...
  [186 178 165]
  [186 178 165]
  [186 178 165]]

 [[179 176 161]
  [179 176 161]
  [179 176 161]
  ...
  [186 178 165]
  [186 178 165]
  [186 178 165]]

 ...

 [[ 52  31  28]
  [ 51  30  27]
  [ 49  28  25]
  ...
  [ 30  15  12]
  [ 30  15  12]
  [ 30  15  12]]

 [[ 55  30  26]
  [ 56  31  27]
  [ 58  33  29]
  ...
  [ 30  15  12]
  [ 30  15  12]
  [ 30  15  12]]

 [[ 47  19  15]
  [ 49  21  17]
  [ 51  23  19]
  ...
  [ 30  15  12]
  [ 30  15  12]
  [ 30  15  12]]]",action
39,"[[[ 0  0 24]
  [ 0  0 24]
  [ 0  0 24]
  ...
  [ 0 14 55]
  [ 0 12 51]
  [ 0 10 49]]

 [[ 0  0 24]
  [ 0  0 24]
  [ 0  0 24]
  ...
  [ 0 14 55]
  [ 0 13 52]
  [ 0 12 51]]

 [[ 0  0 24]
  [ 0  0 24]
  [ 0  0 24]
  ...
  [ 0 10 51]
  [ 0 11 50]
  [ 0 11 51]]

 ...

 [[ 0  1 19]
  [ 0  1 19]
  [ 0  1 19]
  ...
  [ 4  4 16]
  [14 14 26]
  [20 20 32]]

 [[ 2  5 24]
  [ 2  5 24]
  [ 2  5 24]
  ...
  [13 13 23]
  [ 0  0 11]
  [29 29 41]]

 [[ 0  5 25]
  [ 0  5 25]
  [ 0  5 24]
  ...
  [13 13 23]
  [ 0  0 11]
  [29 29 41]]]",action
40,"[[[252 242 230]
  [252 242 230]
  [252 242 230]
  ...
  [243 177   3]
  [243 177   3]
  [243 177   3]]

 [[252 242 230]
  [252 242 230]
  [252 242 230]
  ...
  [243 177   3]
  [243 177   3]
  [243 177   3]]

 [[252 242 230]
  [252 242 230]
  [252 242 230]
  ...
  [243 177   3]
  [243 177   3]
  [243 177   3]]

 ...

 [[ 13  50  76]
  [  7  44  70]
  [  5  42  68]
  ...
  [ 16  64  87]
  [ 10  58  81]
  [  8  56  79]]

 [[  3  39  63]
  [  2  38  62]
  [  1  37  61]
  ...
  [ 11  61  88]
  [ 13  64  91]
  [ 15  66  93]]

 [[  4  38  63]
  [  3  37  62]
  [  2  36  61]
  ...
  [ 10  61  90]
  [ 11  65  93]
  [ 13  67  95]]]",action
41,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
42,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
43,"[[[240 198 174]
  [255 234 206]
  [255 232 202]
  ...
  [251 228 186]
  [251 228 186]
  [251 228 186]]

 [[ 70  24   1]
  [150 110  85]
  [255 229 199]
  ...
  [251 228 186]
  [251 228 186]
  [251 228 186]]

 [[185 133 112]
  [ 52   6   0]
  [ 96  59  32]
  ...
  [251 228 186]
  [251 228 186]
  [251 228 186]]

 ...

 [[240 211 167]
  [237 208 164]
  [240 211 167]
  ...
  [253 230 186]
  [253 230 186]
  [253 230 186]]

 [[239 212 167]
  [244 217 172]
  [245 218 173]
  ...
  [253 230 186]
  [253 230 186]
  [253 230 186]]

 [[239 212 167]
  [244 217 172]
  [245 218 173]
  ...
  [253 230 186]
  [253 230 186]
  [253 230 186]]]",action
44,"[[[27 33 45]
  [27 33 45]
  [27 33 45]
  ...
  [41 47 59]
  [41 47 59]
  [41 47 59]]

 [[27 33 45]
  [27 33 45]
  [27 33 45]
  ...
  [41 47 59]
  [41 47 59]
  [41 47 59]]

 [[27 33 45]
  [27 33 45]
  [27 33 45]
  ...
  [42 48 60]
  [42 48 60]
  [42 48 60]]

 ...

 [[30 18 32]
  [23 15 28]
  [15 12 19]
  ...
  [32 36 45]
  [30 34 43]
  [29 33 42]]

 [[53 47 57]
  [58 55 62]
  [56 55 61]
  ...
  [45 49 58]
  [48 52 61]
  [50 54 63]]

 [[48 47 53]
  [54 53 59]
  [54 53 58]
  ...
  [48 52 61]
  [50 54 63]
  [52 56 65]]]",action
45,"[[[49 19 21]
  [49 19 21]
  [49 19 21]
  ...
  [15  4  2]
  [15  4  2]
  [15  4  2]]

 [[31  1  3]
  [31  1  3]
  [31  1  3]
  ...
  [15  4  2]
  [15  4  2]
  [15  4  2]]

 [[30  0  2]
  [30  0  2]
  [30  0  2]
  ...
  [17  3  2]
  [17  3  2]
  [17  3  2]]

 ...

 [[ 0 34 33]
  [ 0 38 38]
  [ 5 38 43]
  ...
  [18 19 21]
  [19 18 23]
  [18 19 21]]

 [[ 0 25 27]
  [ 0 26 28]
  [ 0 25 30]
  ...
  [19 23 22]
  [20 21 23]
  [16 20 19]]

 [[ 0 23 27]
  [ 0 24 28]
  [ 3 24 29]
  ...
  [19 23 22]
  [18 22 21]
  [16 20 19]]]",action
46,"[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [232 233 238]
  [239 240 245]
  [249 250 255]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [220 221 226]
  [213 214 219]
  [208 209 214]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [208 209 214]
  [210 211 216]
  [211 212 217]]

 ...

 [[ 99  99 111]
  [ 65  67  79]
  [ 58  58  70]
  ...
  [ 45  49  58]
  [ 48  52  61]
  [ 35  39  48]]

 [[ 65  67  79]
  [ 65  69  80]
  [116 118 130]
  ...
  [ 25  29  40]
  [ 54  58  69]
  [ 44  48  59]]

 [[ 65  69  80]
  [ 61  65  76]
  [107 111 122]
  ...
  [ 25  29  40]
  [ 54  58  69]
  [ 44  48  59]]]",action
47,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
48,"[[[109  59  52]
  [104  55  48]
  [ 95  50  44]
  ...
  [ 78  45  36]
  [ 78  45  36]
  [ 78  45  36]]

 [[110  60  53]
  [106  57  50]
  [ 97  52  46]
  ...
  [ 78  45  36]
  [ 78  45  36]
  [ 78  45  36]]

 [[111  61  54]
  [106  57  50]
  [101  54  46]
  ...
  [ 78  45  36]
  [ 78  45  36]
  [ 78  45  36]]

 ...

 [[ 96  64  51]
  [ 90  58  45]
  [ 91  59  46]
  ...
  [ 96  65  44]
  [ 97  65  44]
  [ 96  65  44]]

 [[ 92  54  41]
  [ 89  53  39]
  [ 98  65  50]
  ...
  [ 92  60  37]
  [ 94  59  39]
  [ 92  60  39]]

 [[ 93  54  39]
  [ 90  53  37]
  [100  64  50]
  ...
  [ 94  59  37]
  [ 94  59  39]
  [ 94  59  39]]]",action
49,"[[[18 19 24]
  [18 19 24]
  [18 19 24]
  ...
  [20 21 26]
  [20 21 26]
  [20 21 26]]

 [[18 19 24]
  [18 19 24]
  [18 19 24]
  ...
  [21 22 27]
  [21 22 27]
  [21 22 27]]

 [[18 19 24]
  [18 19 24]
  [18 19 24]
  ...
  [22 23 28]
  [22 23 28]
  [22 23 28]]

 ...

 [[21 24 31]
  [31 36 42]
  [31 34 41]
  ...
  [20 21 26]
  [19 20 25]
  [18 19 24]]

 [[29 30 35]
  [27 30 35]
  [30 31 36]
  ...
  [20 21 26]
  [20 21 26]
  [19 20 25]]

 [[29 30 35]
  [29 30 35]
  [30 31 36]
  ...
  [20 21 26]
  [20 21 26]
  [19 20 25]]]",action
50,"[[[  2  20  30]
  [  2  20  30]
  [  2  20  30]
  ...
  [  5  22  38]
  [  5  22  38]
  [  5  22  38]]

 [[  2  20  30]
  [  2  20  30]
  [  2  20  30]
  ...
  [  5  22  38]
  [  5  22  38]
  [  5  22  38]]

 [[  2  20  30]
  [  2  20  30]
  [  2  20  30]
  ...
  [  5  22  38]
  [  5  22  38]
  [  5  22  38]]

 ...

 [[ 24  33  32]
  [ 24  33  32]
  [ 26  35  34]
  ...
  [188 187 167]
  [169 168 150]
  [141 140 120]]

 [[ 25  34  31]
  [ 26  35  32]
  [ 26  35  32]
  ...
  [ 30  33  16]
  [ 12  14   0]
  [  6  10   0]]

 [[ 25  34  31]
  [ 26  35  32]
  [ 26  35  32]
  ...
  [ 55  59  44]
  [ 46  52  38]
  [ 49  55  43]]]",action
51,"[[[50 52 38]
  [47 49 35]
  [45 47 33]
  ...
  [13 16  7]
  [36 39 30]
  [52 55 46]]

 [[50 52 38]
  [48 50 36]
  [45 47 33]
  ...
  [14 17  8]
  [25 28 19]
  [32 35 26]]

 [[50 52 38]
  [48 50 36]
  [45 47 33]
  ...
  [15 18  9]
  [15 18  9]
  [12 15  6]]

 ...

 [[48 39 34]
  [35 26 21]
  [17  8  3]
  ...
  [39 34 30]
  [22 17 13]
  [15 10  6]]

 [[49 42 34]
  [46 39 31]
  [48 41 33]
  ...
  [50 47 42]
  [64 61 56]
  [21 18 13]]

 [[51 44 34]
  [48 41 31]
  [48 44 35]
  ...
  [48 47 42]
  [64 61 56]
  [21 18 13]]]",action
52,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
53,"[[[247 242 213]
  [247 242 213]
  [247 241 215]
  ...
  [250 247 228]
  [250 247 228]
  [250 247 228]]

 [[247 242 213]
  [247 242 213]
  [247 241 215]
  ...
  [247 244 225]
  [247 244 225]
  [248 245 226]]

 [[247 241 215]
  [247 241 215]
  [247 241 215]
  ...
  [244 241 222]
  [245 242 223]
  [246 243 224]]

 ...

 [[125  90  32]
  [123  88  30]
  [144 109  51]
  ...
  [131  91  42]
  [130  90  41]
  [129  89  40]]

 [[135 112  68]
  [135 112  68]
  [135 112  68]
  ...
  [136 112  76]
  [136 112  76]
  [136 112  76]]

 [[255 250 211]
  [255 250 211]
  [255 250 211]
  ...
  [255 248 218]
  [255 248 218]
  [255 248 218]]]",action
54,"[[[ 89 139 136]
  [ 89 139 136]
  [ 89 139 136]
  ...
  [ 89 139 136]
  [ 89 139 136]
  [ 89 139 136]]

 [[ 89 139 136]
  [ 89 139 136]
  [ 89 139 136]
  ...
  [ 89 139 136]
  [ 89 139 136]
  [ 89 139 136]]

 [[ 89 139 136]
  [ 89 139 136]
  [ 89 139 136]
  ...
  [ 89 139 136]
  [ 89 139 136]
  [ 89 139 136]]

 ...

 [[118  81  55]
  [118  81  55]
  [117  80  54]
  ...
  [103  66  39]
  [103  66  39]
  [103  66  39]]

 [[ 56  24  11]
  [ 57  25  12]
  [ 59  27  12]
  ...
  [ 78  40  19]
  [ 78  40  19]
  [ 78  40  19]]

 [[ 35   6   0]
  [ 36   7   0]
  [ 37   9   0]
  ...
  [ 62  23   6]
  [ 62  23   6]
  [ 62  23   6]]]",action
55,"[[[ 7  6  4]
  [ 7  6  4]
  [ 7  6  4]
  ...
  [53 52 47]
  [42 41 36]
  [34 33 28]]

 [[ 7  6  4]
  [ 7  6  4]
  [ 7  6  4]
  ...
  [53 52 47]
  [42 41 36]
  [34 33 28]]

 [[ 7  6  4]
  [ 7  6  4]
  [ 7  6  4]
  ...
  [54 53 48]
  [42 41 36]
  [35 34 29]]

 ...

 [[ 0  3  2]
  [ 7 16 15]
  [ 4  8  7]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  3  3]
  [ 0  2  3]
  [ 0  2  3]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  2  3]
  [ 0  2  3]
  [ 0  1  3]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",action
56,"[[[67 60 68]
  [67 60 68]
  [67 60 68]
  ...
  [71 51 50]
  [71 51 50]
  [71 51 50]]

 [[67 60 68]
  [67 60 68]
  [67 60 68]
  ...
  [71 51 50]
  [71 51 50]
  [71 51 50]]

 [[67 60 68]
  [67 60 68]
  [67 60 68]
  ...
  [71 51 50]
  [71 51 50]
  [71 51 50]]

 ...

 [[23 22 27]
  [23 23 25]
  [22 21 26]
  ...
  [21 22 27]
  [18 19 24]
  [15 16 21]]

 [[19 20 25]
  [19 20 24]
  [19 20 25]
  ...
  [19 18 24]
  [18 19 24]
  [18 19 24]]

 [[19 20 25]
  [19 20 25]
  [19 20 25]
  ...
  [19 18 24]
  [18 19 24]
  [18 19 24]]]",action
57,"[[[251 251 251]
  [249 249 249]
  [255 255 255]
  ...
  [255 255 255]
  [252 252 252]
  [255 255 255]]

 [[ 33  33  33]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [ 21  21  21]]

 [[130 130 130]
  [ 30  30  30]
  [ 11  11  11]
  ...
  [ 14  14  14]
  [ 29  29  29]
  [ 78  78  78]]

 ...

 [[165 165 165]
  [  3   3   3]
  [  1   1   1]
  ...
  [  3   3   3]
  [  8   8   8]
  [112 112 112]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
58,"[[[202 202 202]
  [202 202 202]
  [203 203 203]
  ...
  [209 209 209]
  [209 209 209]
  [209 209 209]]

 [[202 202 202]
  [202 202 202]
  [203 203 203]
  ...
  [209 209 209]
  [209 209 209]
  [209 209 209]]

 [[202 202 202]
  [203 203 203]
  [203 203 203]
  ...
  [209 209 209]
  [209 209 209]
  [209 209 209]]

 ...

 [[ 14   4   3]
  [ 14   4   2]
  [ 14   4   3]
  ...
  [ 21   6   3]
  [ 23   5   3]
  [ 20   5   2]]

 [[ 15   6   7]
  [ 15   7   5]
  [ 15   6   7]
  ...
  [ 20   6   3]
  [ 18   3   0]
  [ 16   2   0]]

 [[ 11   5   5]
  [ 11   5   5]
  [ 11   5   5]
  ...
  [ 20   6   3]
  [ 17   3   0]
  [ 16   2   0]]]",action
59,"[[[253 254 255]
  [253 254 255]
  [253 254 255]
  ...
  [253 254 255]
  [251 254 255]
  [251 254 255]]

 [[253 254 255]
  [251 255 255]
  [253 254 255]
  ...
  [251 255 255]
  [251 254 255]
  [250 255 255]]

 [[251 255 255]
  [250 255 255]
  [251 255 255]
  ...
  [250 255 255]
  [250 255 255]
  [248 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
60,"[[[ 16  23  33]
  [ 16  23  33]
  [ 16  23  33]
  ...
  [ 61  94 125]
  [ 61  94 125]
  [ 61  94 125]]

 [[ 16  23  33]
  [ 16  23  33]
  [ 16  23  33]
  ...
  [ 61  94 125]
  [ 61  94 125]
  [ 61  94 125]]

 [[ 16  23  33]
  [ 16  23  33]
  [ 16  23  33]
  ...
  [ 61  94 125]
  [ 61  94 125]
  [ 61  94 125]]

 ...

 [[ 30  34  43]
  [172 176 185]
  [162 165 172]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   1   7]
  [135 140 144]
  [139 142 147]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  2   7  11]
  [140 145 149]
  [140 144 147]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",action
61,"[[[33 27 31]
  [17 11 15]
  [29 20 23]
  ...
  [80 24 33]
  [70 31 36]
  [83 53 55]]

 [[ 8  2  4]
  [ 4  0  0]
  [13  4  7]
  ...
  [74 17 23]
  [64 22 24]
  [48 14 13]]

 [[15  6  7]
  [17  9  7]
  [24 14 13]
  ...
  [78 16 17]
  [71 23 21]
  [51 12  7]]

 ...

 [[22 10 30]
  [ 3  0 12]
  [ 9 13 24]
  ...
  [28  3  6]
  [23 12 10]
  [19 14 10]]

 [[ 4  0  6]
  [ 2  0  5]
  [ 1  0  5]
  ...
  [24  5  0]
  [21  6  0]
  [20  7  0]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [24  5  0]
  [23  6  0]
  [23  6  0]]]",action
62,"[[[245 254 255]
  [246 255 255]
  [249 255 255]
  ...
  [255 254 255]
  [255 254 255]
  [255 254 255]]

 [[247 255 255]
  [248 255 255]
  [250 255 255]
  ...
  [255 254 255]
  [255 254 255]
  [255 254 255]]

 [[254 255 255]
  [253 255 254]
  [253 255 254]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
63,"[[[210 132  83]
  [171  89  39]
  [107  20   0]
  ...
  [134  16   6]
  [136  20   7]
  [138  22   9]]

 [[157  81  45]
  [138  60  22]
  [103  18   0]
  ...
  [128  10   0]
  [129  13   0]
  [131  15   2]]

 [[ 91  21  13]
  [ 95  23  11]
  [ 87   8   0]
  ...
  [133  15   3]
  [134  16   4]
  [135  17   5]]

 ...

 [[ 87  49  40]
  [ 88  50  41]
  [ 89  51  42]
  ...
  [255 154  79]
  [214 103  32]
  [165  52   0]]

 [[ 80  43  34]
  [ 81  44  35]
  [ 94  57  48]
  ...
  [210  91  23]
  [180  51   0]
  [188  55   0]]

 [[ 80  43  34]
  [ 81  44  35]
  [ 94  57  48]
  ...
  [221  96  32]
  [194  54   1]
  [204  60  10]]]",action
64,"[[[ 1  6 12]
  [ 1  6 12]
  [ 1  6 12]
  ...
  [ 2  6 17]
  [ 2  6 17]
  [ 2  6 17]]

 [[ 1  6 12]
  [ 1  6 12]
  [ 1  6 12]
  ...
  [ 2  6 17]
  [ 2  6 17]
  [ 2  6 17]]

 [[ 1  6 12]
  [ 1  6 12]
  [ 1  6 12]
  ...
  [ 2  6 17]
  [ 2  6 17]
  [ 2  6 17]]

 ...

 [[ 8 12 15]
  [ 1  5  8]
  [ 0  1  4]
  ...
  [ 4  9 13]
  [ 4  9 13]
  [ 4  9 13]]

 [[ 4  5  7]
  [ 4  5  7]
  [ 4  5  7]
  ...
  [ 3  8 12]
  [ 3  8 12]
  [ 3  8 12]]

 [[ 4  5  7]
  [ 4  5  7]
  [ 4  5  7]
  ...
  [ 3  8 12]
  [ 3  8 12]
  [ 3  8 12]]]",action
65,"[[[108 145 171]
  [108 145 171]
  [108 145 171]
  ...
  [116 153 179]
  [116 153 179]
  [116 153 179]]

 [[108 145 171]
  [108 145 171]
  [108 145 171]
  ...
  [116 153 179]
  [116 153 179]
  [116 153 179]]

 [[107 144 170]
  [107 144 170]
  [107 144 170]
  ...
  [116 153 179]
  [116 153 179]
  [116 153 179]]

 ...

 [[ 15  28  45]
  [ 12  25  42]
  [  9  20  38]
  ...
  [105  62  53]
  [108  64  55]
  [111  67  58]]

 [[ 11  20  35]
  [ 10  19  34]
  [  7  16  31]
  ...
  [ 95  60  54]
  [ 97  60  52]
  [ 97  60  52]]

 [[ 12  20  33]
  [ 11  19  32]
  [  8  16  29]
  ...
  [ 92  61  56]
  [ 94  61  54]
  [ 94  61  54]]]",action
66,"[[[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [ 7  7  7]
  [ 7  7  7]
  [ 7  7  7]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 ...

 [[ 9  9  9]
  [ 9  9  9]
  [ 9  9  9]
  ...
  [12 12 12]
  [12 12 12]
  [11 11 11]]

 [[13 13 13]
  [13 13 13]
  [12 12 12]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 [[13 13 13]
  [13 13 13]
  [12 12 12]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]]",action
67,"[[[15 15 15]
  [15 15 15]
  [15 15 15]
  ...
  [28 28 28]
  [28 28 28]
  [28 28 28]]

 [[15 15 15]
  [15 15 15]
  [15 15 15]
  ...
  [28 28 28]
  [28 28 28]
  [28 28 28]]

 [[15 15 15]
  [15 15 15]
  [15 15 15]
  ...
  [28 28 28]
  [28 28 28]
  [28 28 28]]

 ...

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]]",action
68,"[[[251 255 250]
  [251 255 250]
  [251 255 250]
  ...
  [251 255 250]
  [251 255 250]
  [251 255 250]]

 [[251 255 250]
  [251 255 250]
  [251 255 250]
  ...
  [251 255 250]
  [251 255 250]
  [251 255 250]]

 [[253 255 252]
  [253 255 252]
  [253 255 252]
  ...
  [253 255 252]
  [253 255 252]
  [253 255 252]]

 ...

 [[255 255 253]
  [255 255 251]
  [255 255 253]
  ...
  [255 255 251]
  [255 255 253]
  [255 255 251]]

 [[255 255 255]
  [255 255 253]
  [255 255 255]
  ...
  [255 255 253]
  [255 255 255]
  [255 255 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
69,"[[[145 145 145]
  [145 145 145]
  [144 144 144]
  ...
  [ 90  91  93]
  [ 90  91  93]
  [ 91  92  94]]

 [[145 145 145]
  [145 145 145]
  [144 144 144]
  ...
  [ 90  91  93]
  [ 91  92  94]
  [ 91  92  94]]

 [[146 146 146]
  [146 146 146]
  [145 145 145]
  ...
  [ 91  92  94]
  [ 91  92  94]
  [ 92  93  95]]

 ...

 [[105 105 105]
  [108 108 108]
  [106 106 106]
  ...
  [ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]]

 [[104 104 104]
  [104 104 104]
  [104 104 104]
  ...
  [ 13  13  13]
  [ 13  13  13]
  [ 13  13  13]]

 [[104 104 104]
  [104 104 104]
  [104 104 104]
  ...
  [ 13  13  13]
  [ 13  13  13]
  [ 13  13  13]]]",action
